MAPA ->,Mapa - por partido y fuente de origen de datos,,,,,,,275,0,286,92,444,226,202,,,,
694,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,,
Propiedad_ID,Descripción,Dirección oficial,Ubicación,Localidad,Lat,Long,Direcciones secundarias,En Índice GCBA,En Índice PBA,En Templos,En alquileres,En Destinos,En Relev,En entes,Fuentes disponibles,Categoría de uso,Universo dominial,Estado validación
PROP_0653,Casa Parroquial San Tarsicio,Demaria 4418,Ver en mapa,CABA,-34.575403,-58.419785,Demaria 4424,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0654,Casa Parroquial Santa Elena,Lafinur 3331,Ver en mapa,CABA,-34.577265,-58.412235,,,,,,✅,✅,,"Relevamiento, Destinos",Parroquia y anexos,U5,
PROP_0655, Propiedad dependiente de la Parroquia Nuestra Señora de Fátima (F),"Barros Pazos, Jose 3443",Ver en mapa,CABA,-34.661247,-58.448788,"Barros Pazos, Jose 3445",,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0656,Propiedad dependiente de la COMUNIDAD FRATERNA DE GUADALUPE,"Alvarez, Donato, Tte. Gral. Av. 1801",Ver en mapa,CABA,-34.6065,-58.463047,"Alvarez, Donato, Tte. Gral. Av. 1809",,,,,✅,,,Destinos,Cedidos a terceros,Sin relevar,
PROP_0657,Casa Parroquial de Nuestra Señora de Fátima (Soldati),"Acosta, Mariano 2969",Ver en mapa,CABA,-34.66058,-58.448877,,,,,,✅,,,Destinos,Parroquia y anexos,Sin relevar,
PROP_0658,INSTITUTO AMBROSIO A TOGNONI,Santa Fe Av. 4320,Ver en mapa,CABA,-34.580449,-58.42294,Santa Fe Av. 4330,,,,,✅,✅,✅,"Relevamiento, Destinos, Entes dependientes","Parroquia y anexos, Escuela",U5,
PROP_0659,Escuela San Francisco Javier,1655,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,Escuela,Sin relevar,
PROP_0660,Averiguar,Saraza S/N,Ver en mapa,CABA,,,,,,,,✅,,,Destinos,a definir,Sin relevar,
PROP_0661,Vendido,"Peron, Juan Domingo, Tte. Gral. 2576",Ver en mapa,CABA,-34.607551,-58.403135,,,,,,✅,✅,,"Relevamiento, Destinos",No AZB,U6,
PROP_0662,Colegio Corazón de Jesús. Hermanas Carmelitas de la Caridad,Ayacucho 474,Ver en mapa,CABA,-34.603642,-58.39543,,,,,,✅,✅,,"Relevamiento, Destinos",Escuela,U5,
PROP_0663,PARROQUIA CRISTO OBRERO,"Castillo, Ramon S., Pres. Av. y Calle 12 (No Oficial)",Ver en mapa,CABA,-34.578238,-58.385618,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0664,PARROQUIA MARIA MADRE DE LA ESPERANZA,Miralla 3833,Ver en mapa,CABA,-34.673459,-58.468633,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0665,PARROQUIA NTRA SRA DE BALVANERA,"Mitre, Bartolome 241",Ver en mapa,CABA,-34.606489,-58.370274,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0666,COLEGIO EPISCOPAL DE BUENOS AIRES,"Cubas, Jose 3675",Ver en mapa,CABA,-34.594179,-58.509367,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0667,PARROQUIA NUESTRA SEÑORA DEL CARMEN (LUGANO),"Peron, Eva Av. 7378",Ver en mapa,CABA,-34.673398,-58.500553,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0668,PARROQUIA PRESENTACION DEL SEÑOR I. C.,Ruiz Huidobro 3565,Ver en mapa,CABA,-34.549292,-58.483508,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0669,PARROQUIA SAN LUCAS I. C.,Paraguay 2150,Ver en mapa,CABA,-34.598432,-58.398177,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0670,PARROQUIA SAN PEDRO GONZALEZ TELMO,Humberto 1° 1,Ver en mapa,CABA,-34.620371,-58.366317,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0671,PARROQUIA SANTA MARIA MADRE DEL PUEBLO,"Moreno, Perito Av. y Fernandez De La Cruz, F., Gral. Av.",Ver en mapa,CABA,-34.650338,-58.430986,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0672,PASTORAL UNIVERSITARIA,Riobamba 1227,Ver en mapa,CABA,-34.594439,-58.394418,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0673,SEMINARIO MARIA SEDE DE LA SABIDURIA,Mosconi Gral. Av. 3050,Ver en mapa,CABA,-34.587537,-58.504108,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0674,SEMINARIO SANTA MAGDALENA SOFIA BARAT,San Martin Av. 6832,Ver en mapa,CABA,-34.592046,-58.51024,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0675,IGLESIA NUESTRA SE#ORA DEL CARMEN,Rodriguez Peña 842,Ver en mapa,CABA,-34.599007,-58.391667,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0676,INSTITUTO COLEGIO DE NUESTRA SE#ORA,Esmeralda 759,Ver en mapa,CABA,-34.599376,-58.378219,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0677,INSTITUTO CRISTO REY,"Justo, Juan B. Av. 7525",Ver en mapa,CABA,-34.629749,-58.495372,,,,,,,✅,✅,"Relevamiento, Entes dependientes",a definir,U5,
PROP_0678,INSTITUTO DAMASA ZELAYA DE SAAVEDRA - (A128),Albarellos Av. 2367,Ver en mapa,CABA,-34.573907,-58.50378,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0679,INSTITUTO HOGAR SAN BENITO,Arce 322,Ver en mapa,CABA,-34.571034,-58.430769,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0680,INSTITUTO LA SALETTE,"Perez, Roque 4334",Ver en mapa,CABA,-34.548853,-58.48329,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0681,INSTITUTO NTRA.SRA.DEL CARMEN,"Peron, Eva Av. 6378",Ver en mapa,CABA,-34.667045,-58.492691,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0682,INSTITUTO NUESTRA SE#ORA DE LUJAN DE LOS PATRIOTAS,"Castro, Emilio Av. 7142",Ver en mapa,CABA,-34.653434,-58.518435,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0683,CATEDRAL METROPOLITANA I. C.,San Martin 27,Ver en mapa,CABA,-34.607538,-58.373565,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0684,INSTITUTO PARROQUIAL SANTA CLARA,Zuviria 2660,Ver en mapa,CABA,-34.642923,-58.455874,,,,,,,✅,✅,"Relevamiento, Entes dependientes",a definir,U5,
PROP_0685,INSTITUTO PARROQUIAL VIRGEN INMACULADA,Martinez Castro 2900,Ver en mapa,CABA,-34.660445,-58.45097,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0686,CENTRO ASOCIADO DE TEOLOGIA A DISTANCIA,Fray Justo Santamaria De Oro 2760,Ver en mapa,CABA,-34.576494,-58.421847,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0687,INSTITUTO SAN CRISTOBAL,Jujuy Av. 1241,Ver en mapa,CABA,-34.624466,-58.402128,,,,,,,✅,✅,"Relevamiento, Entes dependientes",a definir,U5,
PROP_0688,INSTITUTO SAN JOSE DE VILLA DEL PARQUE,"Lozano, Pedro 3151",Ver en mapa,CABA,-34.600944,-58.494651,,,,,,,✅,✅,"Relevamiento, Entes dependientes",a definir,U5,
PROP_0689,INSTITUTO SAN JUDAS TADEO A 993,Somellera 1720,Ver en mapa,CABA,-34.643879,-58.436018,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0690,INSTITUTO SAN PABLO APOSTOL,Palpa 3480,Ver en mapa,CABA,-34.579517,-58.452805,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0691,INSTITUTO SAN RAMON NONATO,Cervantes 1168,Ver en mapa,CABA,-34.627834,-58.501448,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0692,INSTITUTO SAN VICENTE DE PAUL,Artigas Manuel De 6142,Ver en mapa,CABA,-34.651779,-58.504795,,,,,,,✅,✅,"Relevamiento, Entes dependientes",a definir,U5,
PROP_0693,INSTITUTO SANTA TERESA DE LOS ANDES,Charlone 753,Ver en mapa,CABA,-34.581862,-58.454124,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
PROP_0694,LRL 306-FM URQUIZA PARROQUIA NTRA. SRA. DEL CARMEN (U),Cullen 5022,Ver en mapa,CABA,-34.57249,-58.48708,,,,,,,,✅,Entes dependientes,a definir,Sin relevar,
